Solver,Threads,Memory,Formulation,Dataset,Vertices,Edges,Time,Opt,Certificate
CPLEX,4,16384,VC,gka_3,70,223,0.8,23,"['16', '29', '64', '52', '46', '38', '11', '56', '25', '47', '27', '30', '17', '49', '23', '54', '45', '57', '41', '3', '69', '59', '43']"
CPLEX,4,16384,OCT,aa32,126,733,117.6,30,"['24', '26', '16', '55', '52', '39', '9', '57', '11', '56', '33', '25', '35', '1', '59', '27', '18', '19', '30', '23', '45', '14', '60', '4', '6', '0', '32', '21', '20', '36']"
CPLEX,4,16384,VC,aa32,126,733,0.4,30,"['39', '16', '7', '26', '57', '33', '59', '27', '23', '14', '60', '4', '20', '9', '32', '21', '24', '55', '52', '11', '56', '35', '1', '19', '30', '45', '25', '6', '0', '36']"
CPLEX,4,16384,OCT,aa41,261,1585,600.0,40,"['8', '7', '48', '2', '46', '57', '41', '86', '29', '76', '51', '23', '12', '71', '63', '14', '58', '21', '6', '18', '87', '66', '74', '72', '11', '56', '47', '1', '79', '62', '10', '30', '13', '49', '44', '50', '45', '15', '20', '68']"
CPLEX,4,16384,VC,aa41,261,1585,0.7,40,"['8', '48', '46', '20', '62', '56', '7', '47', '86', '1', '53', '10', '30', '50', '13', '6', '2', '41', '29', '18', '23', '12', '14', '15', '58', '72', '87', '66', '74', '51', '45', '44', '79', '11', '49', '57', '63', '71', '76', '68']"
CPLEX,4,16384,OCT,gka_24,90,400,600.0,38,"['53', '8', '64', '55', '19', '75', '72', '46', '38', '11', '28', '56', '33', '25', '40', '70', '7', '22', '86', '35', '42', '59', '18', '79', '51', '62', '10', '30', '12', '80', '39', '4', '20', '58', '0', '34', '82', '67']"
CPLEX,4,16384,VC,gka_24,90,400,17.8,37,"['53', '39', '2', '46', '38', '33', '22', '66', '51', '42', '63', '59', '60', '89', '4', '58', '15', '24', '64', '87', '55', '81', '67', '72', '56', '25', '34', '30', '83', '85', '79', '62', '13', '80', '20', '40', '36']"
CPLEX,4,16384,OCT,gka_26,100,494,600.0,43,"['64', '97', '48', '26', '10', '81', '74', '2', '45', '38', '11', '28', '40', '70', '7', '99', '1', '42', '59', '79', '95', '54', '23', '12', '78', '71', '13', '63', '57', '41', '76', '14', '3', '93', '60', '58', '37', '43', '34', '65', '82', '21', '68']"
CPLEX,4,16384,VC,gka_26,100,494,16.8,43,"['7', '48', '26', '2', '38', '76', '42', '23', '12', '78', '71', '63', '41', '14', '3', '59', '60', '58', '43', '82', '21', '64', '97', '81', '74', '67', '95', '11', '40', '37', '47', '99', '79', '10', '70', '13', '54', '68', '65', '45', '57', '93', '36']"
CPLEX,4,16384,OCT,gka_25,100,495,600.0,43,"['53', '87', '17', '52', '48', '31', '81', '74', '51', '75', '2', '72', '46', '45', '99', '11', '56', '33', '94', '70', '47', '86', '38', '83', '42', '5', '88', '59', '85', '27', '12', '13', '41', '15', '39', '89', '9', '96', '34', '21', '6', '67', '68']"
CPLEX,4,16384,VC,gka_25,100,495,24.4,42,"['53', '17', '48', '39', '2', '38', '94', '88', '27', '18', '12', '41', '60', '85', '87', '52', '31', '81', '74', '75', '67', '9', '11', '28', '37', '47', '99', '83', '1', '5', '96', '79', '19', '13', '68', '45', '84', '33', '15', '6', '34', '36']"
CPLEX,4,16384,OCT,gka_29,100,2000,600.0,77,"['53', '24', '26', '16', '29', '64', '17', '55', '48', '8', '10', '39', '74', '19', '75', '43', '91', '72', '45', '99', '28', '33', '25', '40', '70', '7', '22', '86', '38', '83', '35', '1', '42', '5', '61', '88', '59', '85', '13', '27', '79', '66', '51', '62', '90', '97', '92', '54', '23', '12', '78', '71', '44', '50', '84', '63', '41', '76', '14', '3', '69', '15', '93', '80', '81', '49', '77', '4', '6', '58', '32', '2', '34', '65', '82', '21', '67']"
CPLEX,4,16384,VC,gka_29,100,2000,36.3,77,"['53', '8', '16', '7', '17', '48', '26', '39', '2', '24', '38', '29', '22', '76', '61', '88', '27', '66', '51', '90', '42', '23', '12', '78', '71', '63', '80', '41', '14', '3', '69', '59', '4', '58', '32', '43', '85', '77', '82', '21', '91', '64', '97', '55', '81', '74', '75', '67', '72', '28', '40', '86', '99', '83', '35', '1', '5', '79', '19', '62', '10', '70', '92', '49', '13', '54', '44', '50', '65', '45', '84', '33', '25', '93', '15', '6', '34']"
CPLEX,4,16384,OCT,gka_27,100,1016,600.0,62,"['53', '91', '16', '29', '64', '17', '52', '48', '26', '10', '81', '74', '51', '2', '0', '72', '46', '45', '11', '28', '56', '33', '25', '34', '94', '30', '47', '83', '35', '42', '61', '88', '59', '85', '66', '19', '90', '70', '92', '54', '78', '44', '50', '63', '57', '41', '76', '14', '15', '49', '89', '6', '58', '9', '37', '32', '40', '82', '21', '84', '68', '36']"
CPLEX,4,16384,VC,gka_27,100,1016,107.4,62,"['53', '16', '17', '48', '26', '2', '46', '38', '29', '94', '22', '76', '61', '88', '66', '51', '42', '80', '73', '41', '59', '89', '58', '32', '85', '82', '87', '31', '74', '75', '9', '72', '95', '11', '28', '56', '40', '37', '30', '47', '86', '99', '83', '35', '19', '10', '70', '92', '49', '13', '54', '44', '68', '45', '57', '33', '25', '93', '15', '6', '34', '36']"
CPLEX,4,16384,OCT,gka_28,100,1425,600.0,70,"['53', '24', '26', '16', '17', '55', '48', '8', '74', '19', '75', '43', '91', '45', '38', '11', '28', '33', '25', '40', '94', '98', '47', '86', '99', '83', '35', '42', '5', '85', '27', '18', '79', '66', '51', '62', '90', '70', '97', '92', '95', '54', '23', '12', '71', '44', '50', '65', '63', '73', '57', '76', '15', '93', '60', '80', '89', '4', '58', '9', '2', '96', '34', '77', '82', '21', '6', '67', '68', '36']"
CPLEX,4,16384,VC,gka_28,100,1425,142.0,70,"['53', '8', '16', '17', '48', '26', '2', '24', '38', '29', '94', '22', '76', '27', '18', '66', '51', '90', '42', '12', '71', '63', '80', '73', '60', '89', '4', '58', '43', '85', '77', '82', '21', '91', '97', '55', '74', '75', '67', '9', '95', '28', '56', '40', '47', '99', '83', '35', '5', '96', '98', '79', '19', '62', '70', '92', '54', '68', '50', '65', '45', '57', '33', '25', '93', '15', '0', '6', '34', '36']"
GLPK,1,4,VC,gka_1,44,90,0.3,9,"['43', '25', '7', '23', '12', '3', '15', '4', '9']"
GLPK,1,16384,OCT,gka_1,44,90,75.8,9,"['1', '31', '39', '10', '38', '14', '29', '9', '13']"
GLPK,1,16384,VC,gka_1,44,90,0.3,9,"['43', '25', '7', '23', '12', '3', '15', '4', '9']"
GLPK,1,16384,OCT,aa43,58,303,600.0,19,"['10', '25', '30', '12', '8', '31', '36', '16', '38', '28', '34', '4', '6', '32', '35', '5', '21', '20', '27']"
GLPK,1,16384,VC,aa43,58,303,16.3,18,"['8', '16', '31', '38', '28', '22', '1', '5', '27', '10', '30', '39', '4', '20', '32', '2', '21', '36']"
GLPK,1,16384,OCT,aa45,75,381,600.0,21,"['26', '17', '23', '12', '36', '2', '24', '38', '3', '11', '33', '4', '29', '22', '37', '32', '35', '42', '21', '6', '20']"
GLPK,1,16384,VC,aa45,75,381,38.9,20,"['24', '29', '26', '2', '38', '11', '33', '22', '35', '42', '23', '12', '3', '36', '4', '17', '6', '20', '21', '37']"
GLPK,1,16384,OCT,gka_2,58,149,600.0,16,"['18', '45', '30', '31', '50', '2', '24', '12', '38', '3', '16', '56', '33', '35', '51', '36']"
GLPK,1,16384,VC,gka_2,58,149,20.6,16,"['17', '48', '31', '38', '28', '33', '22', '47', '5', '19', '30', '13', '41', '44', '3', '36']"
GLPK,1,16384,OCT,aa29,265,1048,600.0,21,"['17', '38', '33', '29', '66', '14', '20', '58', '21', '6', '25', '7', '42', '10', '54', '13', '68', '45', '15', '40', '36']"
GLPK,1,16384,VC,aa29,265,1048,237.5,21,"['17', '33', '42', '21', '20', '40', '7', '10', '54', '13', '6', '38', '29', '66', '14', '15', '58', '45', '25', '68', '36']"
GLPK,1,16384,OCT,aa42,226,1100,600.0,30,"['16', '61', '59', '18', '78', '69', '58', '32', '77', '24', '66', '81', '74', '75', '11', '28', '56', '162', '47', '1', '5', '85', '79', '10', '49', '50', '33', '80', '20', '65']"
GLPK,1,16384,VC,aa42,226,1100,600.1,30,"['24', '33', '61', '78', '44', '80', '69', '85', '20', '56', '47', '1', '5', '10', '65', '16', '38', '18', '23', '81', '58', '32', '75', '66', '74', '25', '79', '11', '59', '36']"
GLPK,1,16384,OCT,gka_3,70,223,600.0,23,"['18', '19', '29', '69', '64', '23', '17', '52', '54', '48', '65', '46', '57', '45', '38', '3', '27', '33', '15', '55', '47', '43', '59']"
GLPK,1,16384,VC,gka_3,70,223,600.0,23,"['24', '29', '52', '48', '46', '11', '56', '22', '47', '35', '1', '61', '18', '66', '19', '45', '39', '57', '3', '69', '59', '60', '15']"
GLPK,1,16384,OCT,aa32,126,733,600.0,30,"['55', '52', '48', '51', '43', '45', '38', '11', '56', '33', '34', '22', '47', '1', '42', '59', '18', '49', '23', '44', '57', '41', '60', '4', '9', '32', '65', '21', '6', '36']"
GLPK,1,16384,VC,aa32,126,733,600.0,30,"['48', '22', '38', '57', '33', '59', '18', '51', '42', '23', '44', '41', '60', '4', '9', '32', '43', '21', '55', '52', '11', '56', '47', '1', '49', '45', '6', '34', '65', '36']"
GLPK,1,16384,OCT,aa41,261,1585,600.1,40,"['8', '48', '2', '41', '33', '29', '61', '18', '51', '23', '12', '71', '44', '63', '14', '20', '58', '15', '21', '6', '87', '66', '31', '62', '72', '11', '56', '30', '7', '47', '86', '1', '79', '10', '13', '49', '50', '57', '76', '68']"
GLPK,1,16384,VC,aa41,261,1585,600.1,42,"['8', '48', '33', '61', '21', '20', '31', '62', '56', '7', '47', '86', '1', '10', '30', '50', '13', '6', '2', '41', '29', '88', '18', '23', '12', '14', '15', '58', '72', '87', '66', '51', '44', '79', '19', '11', '49', '57', '63', '71', '76', '68']"
GLPK,1,16384,OCT,gka_24,90,400,600.1,38,"['16', '87', '81', '51', '75', '0', '72', '46', '45', '54', '28', '56', '33', '25', '34', '30', '7', '22', '83', '42', '61', '59', '18', '19', '62', '70', '73', '15', '39', '4', '58', '37', '21', '84', '20', '67', '68', '36']"
GLPK,1,16384,VC,gka_24,90,400,600.0,39,"['7', '38', '33', '22', '61', '27', '18', '66', '42', '12', '73', '59', '60', '4', '58', '15', '21', '87', '55', '75', '67', '72', '28', '56', '25', '34', '30', '47', '86', '83', '35', '19', '54', '45', '84', '0', '40', '65', '36']"
GLPK,1,16384,OCT,gka_26,100,494,600.0,45,"['38', '91', '16', '64', '87', '55', '48', '31', '81', '46', '10', '99', '25', '40', '30', '7', '22', '47', '86', '35', '42', '59', '13', '95', '70', '97', '92', '54', '23', '12', '78', '71', '50', '45', '63', '73', '57', '14', '93', '60', '20', '34', '21', '67', '68']"
GLPK,1,16384,VC,gka_26,100,494,600.0,45,"['7', '17', '48', '26', '2', '46', '38', '94', '22', '51', '23', '12', '78', '71', '80', '73', '14', '59', '89', '4', '58', '43', '82', '20', '74', '72', '11', '28', '40', '30', '35', '5', '96', '79', '10', '70', '13', '54', '65', '93', '15', '0', '6', '34', '36']"
GLPK,1,16384,OCT,gka_25,100,495,600.0,45,"['53', '16', '87', '31', '74', '75', '38', '11', '28', '29', '47', '86', '83', '35', '5', '96', '18', '79', '45', '97', '54', '12', '13', '73', '41', '98', '44', '14', '69', '93', '60', '15', '89', '4', '6', '58', '32', '43', '85', '34', '21', '84', '20', '67', '68']"
GLPK,1,16384,VC,gka_25,100,495,600.0,44,"['53', '16', '17', '48', '26', '2', '29', '94', '88', '27', '42', '12', '71', '32', '85', '21', '87', '55', '52', '81', '67', '9', '72', '11', '28', '37', '47', '99', '83', '1', '5', '96', '98', '79', '19', '49', '13', '68', '50', '45', '25', '93', '15', '34']"
GLPK,1,16384,OCT,gka_29,100,2000,600.1,80,"['91', '29', '64', '97', '52', '31', '39', '51', '43', '24', '72', '46', '10', '38', '54', '11', '28', '33', '40', '30', '98', '7', '22', '47', '99', '83', '35', '1', '42', '5', '61', '88', '59', '27', '18', '79', '66', '19', '62', '95', '90', '70', '17', '92', '23', '49', '13', '12', '78', '71', '44', '50', '45', '84', '63', '73', '57', '41', '76', '3', '69', '15', '93', '60', '80', '81', '4', '20', '58', '37', '32', '2', '34', '77', '82', '21', '6', '67', '68', '36']"
GLPK,1,16384,VC,gka_29,100,2000,600.1,80,"['8', '16', '7', '17', '48', '26', '39', '2', '24', '46', '38', '29', '94', '22', '61', '88', '27', '18', '66', '51', '90', '42', '23', '12', '78', '71', '63', '73', '41', '14', '3', '69', '59', '60', '89', '4', '58', '32', '43', '85', '82', '21', '20', '91', '64', '97', '55', '31', '81', '74', '67', '72', '28', '40', '47', '86', '99', '83', '35', '1', '5', '79', '19', '10', '70', '92', '49', '13', '44', '50', '65', '45', '84', '33', '25', '93', '15', '0', '6', '34']"
GLPK,1,16384,OCT,gka_27,100,1016,600.0,64,"['53', '91', '16', '48', '26', '81', '74', '19', '2', '9', '24', '46', '10', '11', '28', '56', '33', '34', '94', '70', '29', '22', '47', '86', '83', '35', '42', '61', '88', '59', '66', '51', '45', '90', '30', '17', '92', '95', '54', '78', '71', '44', '50', '13', '63', '73', '57', '41', '15', '93', '49', '89', '58', '0', '37', '32', '85', '40', '82', '21', '84', '6', '68', '36']"
GLPK,1,16384,VC,gka_27,100,1016,600.0,66,"['53', '8', '16', '17', '48', '26', '2', '46', '29', '94', '76', '61', '51', '42', '78', '71', '63', '73', '41', '14', '69', '59', '89', '58', '32', '82', '21', '20', '91', '64', '87', '55', '31', '81', '74', '75', '9', '72', '11', '56', '37', '47', '83', '35', '1', '5', '19', '10', '70', '92', '49', '13', '54', '44', '68', '50', '65', '45', '84', '57', '25', '15', '0', '6', '34', '36']"
GLPK,1,16384,OCT,gka_28,100,1425,600.1,73,"['38', '26', '16', '43', '97', '55', '8', '51', '75', '24', '46', '95', '99', '54', '28', '56', '33', '25', '40', '94', '70', '47', '86', '76', '83', '42', '5', '88', '59', '96', '98', '27', '18', '79', '66', '19', '62', '10', '90', '30', '17', '92', '23', '49', '12', '71', '50', '45', '84', '63', '73', '57', '41', '14', '69', '15', '93', '60', '80', '39', '89', '4', '58', '0', '6', '2', '85', '34', '65', '82', '20', '68', '36']"
GLPK,1,16384,VC,gka_28,100,1425,600.1,74,"['53', '8', '16', '17', '48', '26', '2', '24', '46', '38', '29', '22', '76', '61', '88', '27', '18', '51', '90', '42', '23', '12', '78', '71', '63', '80', '73', '41', '14', '69', '59', '60', '89', '4', '32', '43', '85', '77', '82', '21', '20', '64', '97', '55', '52', '31', '74', '75', '67', '9', '95', '28', '56', '40', '47', '86', '5', '19', '62', '10', '70', '49', '13', '50', '65', '45', '57', '33', '93', '15', '0', '6', '34', '36']"
